trip_duration_days,miles_traveled,total_receipts_amount,reimbursement,dataset,cost_per_day,cost_per_mile,miles_per_day,cost_ratio
13,837.0,1218.93,1921.68,public,93.76384615384616,1.4563082437275987,64.38461538461539,64.38461538461539
11,927.0,1306.37,1804.68,public,118.76090909090908,1.409244875943905,84.27272727272727,84.27272727272728
4,1047.0,1657.68,1605.84,public,414.42,1.5832664756446992,261.75,261.75
4,262.0,1681.28,1435.34,public,420.32,6.417099236641222,65.5,65.5
7,1126.0,1103.75,2014.72,public,157.67857142857142,0.9802397868561279,160.85714285714286,160.85714285714283
5,781.0,672.91,1125.36,public,134.582,0.8616005121638924,156.2,156.2
5,831.0,591.65,1090.31,public,118.33,0.7119735258724428,166.2,166.20000000000002
7,1089.0,1026.25,2132.85,public,146.60714285714286,0.9423783287419651,155.57142857142858,155.57142857142858
1,793.0,2171.07,1421.36,public,2171.07,2.7377931904161414,793.0,793.0
9,368.0,495.12,847.33,public,55.013333333333335,1.3454347826086956,40.888888888888886,40.88888888888889
6,818.0,1130.38,1704.06,public,188.39666666666668,1.3818826405867972,136.33333333333334,136.33333333333331
11,667.0,1915.95,1732.2,public,174.17727272727274,2.872488755622189,60.63636363636363,60.63636363636364
2,267.0,2116.93,1349.04,public,1058.465,7.9285767790262165,133.5,133.5
10,1083.0,2105.36,1844.58,public,210.536,1.9440073868882735,108.3,108.3
13,529.0,1767.79,2015.18,public,135.98384615384614,3.3417580340264648,40.69230769230769,40.69230769230769
9,1155.0,1346.4,2248.12,public,149.60000000000002,1.1657142857142857,128.33333333333334,128.33333333333334
7,1185.0,1768.01,2072.18,public,252.57285714285715,1.4919915611814345,169.28571428571428,169.2857142857143
5,763.0,1420.94,1777.14,public,284.188,1.8623066841415465,152.6,152.6
7,368.0,1231.69,1550.04,public,175.9557142857143,3.346983695652174,52.57142857142857,52.57142857142858
6,659.0,322.1,972.58,public,53.68333333333334,0.48877086494688926,109.83333333333333,109.83333333333333
14,1138.0,518.18,1696.86,public,37.012857142857136,0.45534270650263614,81.28571428571429,81.28571428571428
6,172.0,1977.78,1603.89,public,329.63,11.498720930232558,28.666666666666668,28.666666666666668
6,628.0,311.47,903.3,public,51.91166666666667,0.49597133757961787,104.66666666666667,104.66666666666667
2,500.0,1246.48,1264.53,public,623.24,2.49296,250.0,250.0
8,7.0,2075.6,1422.12,public,259.45,296.5142857142857,0.875,0.8750000000000001
5,942.0,2092.87,1696.72,public,418.57399999999996,2.2217303609341825,188.4,188.39999999999998
12,81.0,2485.34,1589.65,public,207.11166666666668,30.683209876543213,6.75,6.75
4,166.0,791.52,866.18,public,197.88,4.768192771084337,41.5,41.50000000000001
3,213.0,1724.85,1344.71,public,574.9499999999999,8.097887323943661,71.0,71.0
11,1004.0,167.15,1175.65,public,15.195454545454545,0.16648406374501992,91.27272727272727,91.27272727272727
5,116.0,478.1,624.04,public,95.62,4.121551724137931,23.2,23.2
13,112.0,2299.56,1807.67,public,176.88923076923078,20.531785714285714,8.615384615384615,8.615384615384615
1,43.0,2149.22,1134.47,public,2149.22,49.98186046511628,43.0,43.0
2,660.0,1944.4,1531.2,public,972.2,2.9460606060606063,330.0,330.0
10,888.0,298.68,1171.54,public,29.868000000000002,0.33635135135135136,88.8,88.80000000000001
10,860.0,2380.76,1759.97,public,238.07600000000002,2.768325581395349,86.0,86.0
10,1187.0,1981.09,2013.21,public,198.10899999999998,1.668989048020219,118.7,118.69999999999999
12,1139.0,124.65,1314.3,public,10.387500000000001,0.10943810359964883,94.91666666666667,94.91666666666667
5,966.0,359.51,927.98,public,71.902,0.37216356107660453,193.2,193.20000000000002
10,796.0,1352.08,2000.19,public,135.208,1.6985929648241205,79.6,79.60000000000001
9,72.0,1281.32,1515.54,public,142.36888888888888,17.79611111111111,8.0,8.0
10,215.0,2440.91,1638.66,public,244.09099999999998,11.353069767441859,21.5,21.5
7,671.0,1297.02,1703.2,public,185.28857142857143,1.9329657228017882,95.85714285714286,95.85714285714286
5,230.0,333.69,538.36,public,66.738,1.4508260869565217,46.0,46.0
5,467.0,1243.31,1549.82,public,248.66199999999998,2.6623340471092076,93.4,93.39999999999999
13,247.0,2339.61,1705.9,public,179.97,9.472105263157895,19.0,19.0
14,777.0,1248.61,1837.25,public,89.18642857142856,1.6069626769626768,55.5,55.5
11,740.0,1171.99,902.09,public,106.54454545454546,1.5837702702702703,67.27272727272727,67.27272727272728
6,884.0,1798.31,1897.87,public,299.7183333333333,2.034287330316742,147.33333333333334,147.33333333333334
5,789.0,1853.31,1792.88,public,370.662,2.34893536121673,157.8,157.8
4,825.0,874.99,784.52,public,218.7475,1.0605939393939394,206.25,206.25
2,301.0,769.23,731.28,public,384.615,2.5555813953488373,150.5,150.5
12,1007.0,1353.77,1925.32,public,112.81416666666667,1.344359483614697,83.91666666666667,83.91666666666667
5,865.0,644.79,1202.46,public,128.958,0.745421965317919,173.0,173.0
14,81.0,1251.97,1682.62,public,89.42642857142857,15.45641975308642,5.785714285714286,5.785714285714286
8,1159.0,2175.27,1752.18,public,271.90875,1.8768507333908542,144.875,144.875
11,496.0,373.98,1152.99,public,33.99818181818182,0.753991935483871,45.09090909090909,45.09090909090909
1,752.0,1632.35,1362.39,public,1632.35,2.1706781914893614,752.0,752.0000000000001
5,1014.0,1853.57,1749.31,public,370.714,1.8279783037475346,202.8,202.79999999999998
9,686.0,145.66,972.95,public,16.184444444444445,0.212332361516035,76.22222222222223,76.22222222222223
5,654.0,1272.89,1724.68,public,254.57800000000003,1.9463149847094803,130.8,130.8
8,621.0,2391.34,1593.12,public,298.9175,3.850789049919485,77.625,77.625
9,1080.0,539.51,1306.91,public,59.94555555555556,0.49954629629629627,120.0,120.00000000000001
10,714.0,269.06,1067.81,public,26.906,0.3768347338935574,71.4,71.39999999999999
10,816.0,1425.64,1872.81,public,142.56400000000002,1.747107843137255,81.6,81.60000000000001
14,1122.0,1766.25,2239.35,public,126.16071428571429,1.5741978609625669,80.14285714285714,80.14285714285714
4,1202.0,1074.87,1501.24,public,268.7175,0.8942346089850248,300.5,300.5
5,651.0,1573.3,1682.08,public,314.65999999999997,2.416743471582181,130.2,130.2
14,1100.0,237.69,1265.57,public,16.977857142857143,0.21608181818181818,78.57142857142857,78.57142857142857
14,296.0,485.68,924.9,public,34.691428571428574,1.6408108108108108,21.142857142857142,21.142857142857146
1,697.0,2148.5,1421.07,public,2148.5,3.082496413199426,697.0,697.0
6,1044.0,47.46,1133.45,public,7.91,0.04545977011494253,174.0,174.0
12,398.0,2481.44,1755.18,public,206.78666666666666,6.234773869346734,33.166666666666664,33.166666666666664
3,139.0,2428.89,1345.66,public,809.63,17.474028776978415,46.333333333333336,46.33333333333334
6,84.0,852.7,1109.32,public,142.11666666666667,10.151190476190477,14.0,14.0
2,423.0,1639.17,1367.64,public,819.585,3.8751063829787236,211.5,211.5
11,815.0,2385.6,1872.44,public,216.87272727272727,2.9271165644171777,74.0909090909091,74.0909090909091
6,577.0,897.74,1257.31,public,149.62333333333333,1.5558752166377816,96.16666666666667,96.16666666666667
8,200.0,1508.89,1461.33,public,188.61125,7.54445,25.0,25.0
9,1102.0,540.6,1455.85,public,60.06666666666667,0.4905626134301271,122.44444444444444,122.44444444444444
12,508.0,1970.54,1770.91,public,164.21166666666667,3.879015748031496,42.333333333333336,42.333333333333336
13,1024.0,1712.85,2097.69,public,131.7576923076923,1.672705078125,78.76923076923077,78.76923076923077
7,1161.0,1499.97,1862.45,public,214.28142857142856,1.2919638242894058,165.85714285714286,165.85714285714283
2,730.0,285.24,624.78,public,142.62,0.39073972602739726,365.0,365.0
13,996.0,1809.2,1956.89,public,139.16923076923078,1.8164658634538153,76.61538461538461,76.61538461538461
5,1160.0,1901.83,1673.89,public,380.366,1.6395086206896552,232.0,232.0
2,1139.0,306.43,726.14,public,153.215,0.2690342405618964,569.5,569.5
14,191.0,2442.76,1798.47,public,174.48285714285717,12.78931937172775,13.642857142857142,13.642857142857144
7,776.0,2447.82,1826.93,public,349.68857142857144,3.1544072164948456,110.85714285714286,110.85714285714285
14,414.0,1919.7,1918.89,public,137.12142857142857,4.636956521739131,29.571428571428573,29.57142857142857
7,847.0,1994.62,1851.7,public,284.94571428571425,2.354923258559622,121.0,120.99999999999999
6,924.0,1227.21,1871.76,public,204.535,1.3281493506493507,154.0,154.0
2,933.0,1589.58,1489.99,public,794.79,1.7037299035369775,466.5,466.5
1,211.0,958.08,891.9,public,958.08,4.540663507109005,211.0,211.0
10,773.0,865.92,1837.11,public,86.592,1.1202069857697283,77.3,77.3
3,196.0,1211.68,1229.87,public,403.8933333333334,6.182040816326531,65.33333333333333,65.33333333333334
14,49.0,954.02,1480.87,public,68.14428571428572,19.469795918367346,3.5,3.5
5,477.0,655.24,935.38,public,131.048,1.3736687631027253,95.4,95.4
5,828.0,1606.84,1690.82,public,321.368,1.9406280193236713,165.6,165.60000000000002
11,458.0,1364.29,1649.04,public,124.02636363636363,2.9787991266375546,41.63636363636363,41.63636363636363
3,289.0,1245.67,1279.31,public,415.22333333333336,4.310276816608996,96.33333333333333,96.33333333333334
1,1060.0,501.67,658.14,public,501.67,0.4732735849056604,1060.0,1060.0
5,1085.0,2486.43,1664.83,public,497.28599999999994,2.2916405529953914,217.0,217.0
4,675.0,381.48,779.68,public,95.37,0.5651555555555556,168.75,168.74999999999997
8,415.0,1214.97,1473.75,public,151.87125,2.9276385542168675,51.875,51.875
6,425.0,709.75,1114.9,public,118.29166666666667,1.67,70.83333333333333,70.83333333333334
7,313.0,2408.02,1637.65,public,344.0028571428571,7.69335463258786,44.714285714285715,44.71428571428571
13,235.0,426.07,897.26,public,32.77461538461539,1.813063829787234,18.076923076923077,18.07692307692308
7,635.0,1406.31,1630.66,public,200.90142857142857,2.2146614173228345,90.71428571428571,90.71428571428572
10,1009.0,2164.22,1889.87,public,216.42199999999997,2.144915758176412,100.9,100.9
3,692.0,450.7,748.57,public,150.23333333333332,0.6513005780346821,230.66666666666666,230.66666666666663
2,91.0,1073.76,1013.78,public,536.88,11.79956043956044,45.5,45.5
8,1187.0,1045.91,2047.06,public,130.73875,0.8811373209772536,148.375,148.375
14,600.0,1120.05,1847.84,public,80.00357142857142,1.86675,42.857142857142854,42.857142857142854
5,210.0,710.49,483.34,public,142.098,3.3832857142857145,42.0,42.0
12,10.0,1203.1,1564.9,public,100.25833333333333,120.30999999999999,0.8333333333333334,0.8333333333333334
1,452.0,275.05,282.89,public,275.05,0.6085176991150443,452.0,452.0
4,256.0,2218.74,1476.03,public,554.685,8.666953125,64.0,64.0
8,312.0,2383.17,1557.27,public,297.89625,7.638365384615385,39.0,39.0
2,1175.0,816.2,1237.62,public,408.1,0.6946382978723404,587.5,587.5
11,960.0,383.64,1248.46,public,34.876363636363635,0.399625,87.27272727272727,87.27272727272727
6,690.0,1009.37,1559.83,public,168.22833333333332,1.4628550724637681,115.0,115.0
14,487.0,579.29,1516.68,public,41.37785714285714,1.1895071868583162,34.785714285714285,34.78571428571428
8,75.0,315.71,593.83,public,39.46375,4.209466666666667,9.375,9.375
13,360.0,271.93,1017.64,public,20.91769230769231,0.7553611111111111,27.692307692307693,27.692307692307693
11,708.0,1871.77,1916.37,public,170.1609090909091,2.643742937853107,64.36363636363636,64.36363636363636
3,182.0,347.82,384.77,public,115.94,1.911098901098901,60.666666666666664,60.66666666666667
10,683.0,2442.92,1643.68,public,244.292,3.5767496339677893,68.3,68.3
5,392.0,1264.6,1465.72,public,252.92,3.226020408163265,78.4,78.4
10,175.0,1443.25,1635.5,public,144.325,8.247142857142856,17.5,17.5
7,577.0,1959.13,1603.6,public,279.8757142857143,3.3953726169844023,82.42857142857143,82.42857142857143
13,799.0,951.92,1793.36,public,73.22461538461538,1.191389236545682,61.46153846153846,61.46153846153846
13,608.0,370.89,1170.54,public,28.529999999999998,0.610016447368421,46.76923076923077,46.769230769230774
7,194.0,202.49,686.23,public,28.927142857142858,1.0437628865979383,27.714285714285715,27.71428571428571
13,889.0,232.72,1394.38,public,17.90153846153846,0.26177727784026994,68.38461538461539,68.38461538461539
7,901.0,136.8,1222.6,public,19.542857142857144,0.1518312985571587,128.71428571428572,128.71428571428572
1,698.0,1525.82,1398.75,public,1525.82,2.1859885386819484,698.0,698.0
9,592.0,793.55,1235.69,public,88.17222222222222,1.340456081081081,65.77777777777777,65.77777777777777
14,1015.0,871.76,1846.41,public,62.26857142857143,0.8588768472906404,72.5,72.5
9,524.0,136.46,848.89,public,15.162222222222223,0.2604198473282443,58.22222222222222,58.222222222222214
5,781.0,2114.27,1789.85,public,422.854,2.7071318822023045,156.2,156.20000000000002
3,200.0,58.24,494.63,public,19.413333333333334,0.2912,66.66666666666667,66.66666666666667
5,503.0,2335.55,1649.42,public,467.11,4.64324055666004,100.6,100.6
11,667.0,2221.67,1872.89,public,201.97,3.3308395802098953,60.63636363636363,60.63636363636363
7,336.0,1843.58,1691.68,public,263.36857142857144,5.4868452380952375,48.0,48.00000000000001
4,217.0,1506.46,1455.37,public,376.615,6.94221198156682,54.25,54.25
8,207.0,1146.93,1479.01,public,143.36625,5.540724637681159,25.875,25.875
7,690.0,1807.71,1710.98,public,258.2442857142857,2.6198695652173916,98.57142857142857,98.57142857142856
2,251.0,1916.43,1285.2,public,958.215,7.635179282868526,125.5,125.5
4,627.0,956.98,1337.63,public,239.245,1.5262838915470496,156.75,156.75
1,432.0,581.71,448.34,public,581.71,1.346550925925926,432.0,432.0
4,1194.0,2250.51,1691.15,public,562.6275,1.884849246231156,298.5,298.5
10,64.0,455.9,774.64,public,45.589999999999996,7.1234375,6.4,6.3999999999999995
8,15.0,377.85,657.8,public,47.23125,25.19,1.875,1.875
11,741.0,1207.39,1878.06,public,109.76272727272728,1.6294062078272606,67.36363636363636,67.36363636363636
8,638.0,1007.48,1483.06,public,125.935,1.5791222570532915,79.75,79.75
12,965.0,1700.28,1879.09,public,141.69,1.7619481865284974,80.41666666666667,80.41666666666667
8,1182.0,990.07,1840.75,public,123.75875,0.8376226734348562,147.75,147.75
13,1062.0,869.28,2090.54,public,66.86769230769231,0.8185310734463277,81.6923076923077,81.6923076923077
1,754.0,1220.47,1346.14,public,1220.47,1.6186604774535809,754.0,754.0
14,767.0,186.47,1292.77,public,13.319285714285714,0.24311603650586702,54.785714285714285,54.785714285714285
11,775.0,1752.23,1809.29,public,159.29363636363635,2.260941935483871,70.45454545454545,70.45454545454544
8,592.0,1402.98,1561.41,public,175.3725,2.3698986486486486,74.0,74.0
6,957.0,727.75,1448.72,public,121.29166666666667,0.7604493207941484,159.5,159.5
9,800.0,2167.72,1726.51,public,240.85777777777776,2.70965,88.88888888888889,88.88888888888889
6,1198.0,222.6,1107.96,public,37.1,0.18580968280467444,199.66666666666666,199.66666666666669
3,1092.0,1737.65,1462.01,public,579.2166666666667,1.5912545787545789,364.0,364.0
12,958.0,2499.84,1791.69,public,208.32000000000002,2.609436325678497,79.83333333333333,79.83333333333333
11,955.0,1282.19,2000.42,public,116.56272727272727,1.342607329842932,86.81818181818181,86.81818181818181
11,605.0,1880.69,1711.55,public,170.97181818181818,3.1085785123966945,55.0,54.99999999999999
7,670.0,1558.02,1702.81,public,222.5742857142857,2.3254029850746267,95.71428571428571,95.71428571428572
11,844.0,1962.77,1787.57,public,178.43363636363637,2.3255568720379145,76.72727272727273,76.72727272727273
3,718.0,1158.02,1416.98,public,386.00666666666666,1.6128412256267408,239.33333333333334,239.33333333333334
6,323.0,1477.23,1608.55,public,246.205,4.573467492260062,53.833333333333336,53.833333333333336
14,616.0,2374.41,1828.37,public,169.60071428571428,3.854561688311688,44.0,44.0
8,752.0,1519.78,1662.92,public,189.9725,2.0209840425531915,94.0,94.0
1,1166.0,1423.69,1412.13,public,1423.69,1.2210034305317325,1166.0,1166.0
3,1187.0,1632.14,1451.85,public,544.0466666666667,1.3750126368997473,395.6666666666667,395.6666666666667
3,1013.0,166.52,711.07,public,55.50666666666667,0.16438302073050345,337.6666666666667,337.6666666666667
5,741.0,429.24,951.92,public,85.848,0.5792712550607287,148.2,148.2
14,467.0,2176.26,1809.83,public,155.44714285714286,4.660085653104925,33.357142857142854,33.357142857142854
3,224.0,358.77,406.36,public,119.58999999999999,1.6016517857142856,74.66666666666667,74.66666666666667
3,712.0,512.23,751.16,public,170.74333333333334,0.7194241573033708,237.33333333333334,237.33333333333331
12,218.0,901.03,1371.86,public,75.08583333333333,4.133165137614679,18.166666666666668,18.166666666666664
6,373.0,587.38,956.61,public,97.89666666666666,1.574745308310992,62.166666666666664,62.166666666666664
8,562.0,2479.33,1478.31,public,309.91625,4.41161921708185,70.25,70.25
5,132.0,2387.03,1454.05,public,477.40600000000006,18.083560606060608,26.4,26.4
3,98.0,871.46,866.05,public,290.4866666666667,8.892448979591837,32.666666666666664,32.666666666666664
14,545.0,1206.76,1977.89,public,86.19714285714285,2.214238532110092,38.92857142857143,38.92857142857142
1,869.0,1498.88,1398.94,public,1498.88,1.7248331415420024,869.0,869.0
2,875.0,393.25,640.56,public,196.625,0.44942857142857146,437.5,437.5
8,888.0,2296.07,1718.71,public,287.00875,2.5856644144144147,111.0,111.0
1,716.0,1396.41,1376.59,public,1396.41,1.9502932960893855,716.0,716.0
8,1025.0,1031.33,2214.64,public,128.91625,1.0061756097560974,128.125,128.125
9,1064.0,2016.76,1810.94,public,224.08444444444444,1.895451127819549,118.22222222222223,118.22222222222221
4,463.0,1963.41,1607.34,public,490.8525,4.2406263498920085,115.75,115.75000000000001
1,678.0,1478.57,1370.31,public,1478.57,2.180781710914454,678.0,678.0
1,436.0,1358.14,1154.03,public,1358.14,3.115,436.0,436.0
5,586.0,2135.36,1661.61,public,427.072,3.643959044368601,117.2,117.19999999999999
1,797.0,126.8,543.18,public,126.8,0.1590966122961104,797.0,797.0
14,481.0,939.99,877.17,public,67.14214285714286,1.9542411642411643,34.357142857142854,34.357142857142854
7,172.0,1486.86,1557.94,public,212.4085714285714,8.64453488372093,24.571428571428573,24.57142857142857
10,1192.0,23.47,1157.87,public,2.347,0.01968959731543624,119.2,119.20000000000002
7,981.0,658.85,1351.69,public,94.12142857142858,0.6716106014271153,140.14285714285714,140.14285714285714
10,692.0,1671.71,1701.23,public,167.171,2.4157658959537573,69.2,69.19999999999999
13,710.0,2223.86,1979.83,public,171.06615384615387,3.1321971830985915,54.61538461538461,54.61538461538462
12,380.0,1526.79,1787.41,public,127.2325,4.017868421052632,31.666666666666668,31.666666666666664
3,133.0,1728.5,1373.4,public,576.1666666666666,12.996240601503759,44.333333333333336,44.33333333333333
4,730.0,799.25,1250.66,public,199.8125,1.0948630136986301,182.5,182.5
12,1070.0,1055.51,2030.76,public,87.95916666666666,0.9864579439252337,89.16666666666667,89.16666666666666
8,1185.0,554.98,1545.67,public,69.3725,0.46833755274261607,148.125,148.125
11,456.0,2223.72,1600.1,public,202.1563636363636,4.8765789473684205,41.45454545454545,41.45454545454545
12,85.0,1056.43,1466.31,public,88.03583333333334,12.428588235294118,7.083333333333333,7.083333333333334
2,543.0,103.37,544.12,public,51.685,0.19036832412523022,271.5,271.5
6,367.0,1947.68,1606.76,public,324.61333333333334,5.307029972752043,61.166666666666664,61.16666666666667
1,481.0,1792.17,1215.84,public,1792.17,3.725925155925156,481.0,481.0
5,233.0,1862.04,1562.23,public,372.408,7.991587982832618,46.6,46.6
1,45.0,1070.22,922.69,public,1070.22,23.782666666666668,45.0,45.0
5,152.0,2444.81,1523.75,public,488.962,16.084276315789474,30.4,30.4
7,344.0,1242.05,1514.4,public,177.43571428571428,3.610610465116279,49.142857142857146,49.14285714285714
5,320.0,1584.55,1584.73,public,316.90999999999997,4.9517187499999995,64.0,64.0
9,989.0,378.12,1193.72,public,42.013333333333335,0.38232558139534883,109.88888888888889,109.8888888888889
10,57.0,936.89,1237.07,public,93.689,16.436666666666667,5.7,5.699999999999999
12,342.0,2253.61,1659.5,public,187.80083333333334,6.5895029239766085,28.5,28.5
2,983.0,2109.93,1519.98,public,1054.965,2.1464191251271614,491.5,491.50000000000006
10,886.0,1990.03,1749.93,public,199.003,2.246083521444695,88.6,88.60000000000001
10,5.0,836.86,1116.56,public,83.686,167.372,0.5,0.5
3,80.0,517.54,457.49,public,172.51333333333332,6.46925,26.666666666666668,26.666666666666664
8,482.0,1411.49,631.81,public,176.43625,2.928402489626556,60.25,60.25
4,11.0,312.01,426.22,public,78.0025,28.364545454545453,2.75,2.75
12,1075.0,2328.11,1798.38,public,194.0091666666667,2.165683720930233,89.58333333333333,89.58333333333333
13,632.0,268.91,1396.28,public,20.685384615384617,0.42549050632911395,48.61538461538461,48.61538461538461
8,323.0,46.48,703.45,public,5.81,0.14390092879256966,40.375,40.375
11,527.0,1550.32,1806.06,public,140.93818181818182,2.9417836812144214,47.90909090909091,47.90909090909091
5,948.0,898.6,1499.68,public,179.72,0.9478902953586498,189.6,189.6
5,504.0,1502.63,1628.66,public,300.526,2.9814087301587304,100.8,100.8
10,793.0,1422.29,2007.62,public,142.22899999999998,1.7935561160151323,79.3,79.3
13,32.0,232.43,805.12,public,17.87923076923077,7.2634375,2.4615384615384617,2.4615384615384617
9,768.0,1815.6,1666.18,public,201.73333333333332,2.3640624999999997,85.33333333333333,85.33333333333334
9,994.0,1742.62,1849.58,public,193.62444444444444,1.7531388329979878,110.44444444444444,110.44444444444444
1,1105.0,1432.3,1387.17,public,1432.3,1.2961990950226243,1105.0,1105.0
12,178.0,507.59,907.19,public,42.299166666666665,2.851629213483146,14.833333333333334,14.833333333333334
10,472.0,431.95,924.65,public,43.195,0.9151483050847458,47.2,47.2
5,716.0,1111.23,1492.08,public,222.246,1.5519972067039107,143.2,143.2
3,771.0,725.67,1166.93,public,241.89,0.9412062256809338,257.0,257.0
13,1054.0,1131.25,2162.03,public,87.01923076923077,1.073292220113852,81.07692307692308,81.07692307692308
10,872.0,2191.27,1776.62,public,219.127,2.5129243119266054,87.2,87.2
12,1077.0,32.55,1387.43,public,2.7125,0.03022284122562674,89.75,89.75
12,211.0,749.56,1285.23,public,62.46333333333333,3.552417061611374,17.583333333333332,17.583333333333336
4,199.0,1310.01,1400.57,public,327.5025,6.582964824120603,49.75,49.75
2,1029.0,1702.6,1577.55,public,851.3,1.6546161321671524,514.5,514.5
10,643.0,2263.77,1685.92,public,226.377,3.520637636080871,64.3,64.3
10,797.0,1706.73,1724.42,public,170.673,2.1414429109159347,79.7,79.7
12,657.0,322.5,1113.16,public,26.875,0.4908675799086758,54.75,54.75
8,177.0,486.06,751.58,public,60.7575,2.746101694915254,22.125,22.125
2,222.0,456.24,437.4,public,228.12,2.055135135135135,111.0,111.00000000000001
3,555.0,2342.76,1458.63,public,780.9200000000001,4.2211891891891895,185.0,185.0
2,785.0,1964.63,1522.76,public,982.315,2.5027133757961786,392.5,392.5
5,104.0,281.67,464.68,public,56.334,2.7083653846153846,20.8,20.8
1,673.0,2026.16,1372.83,public,2026.16,3.0106389301634473,673.0,673.0
10,877.0,1711.12,1897.37,public,171.112,1.9511060433295324,87.7,87.7
1,250.0,1300.17,1145.33,public,1300.17,5.20068,250.0,250.0
1,467.0,296.49,221.23,public,296.49,0.634882226980728,467.0,467.0
10,1026.0,828.82,1865.67,public,82.882,0.8078167641325537,102.6,102.6
11,1106.0,2250.54,2050.62,public,204.59454545454545,2.0348462929475586,100.54545454545455,100.54545454545456
12,452.0,816.56,1243.1,public,68.04666666666667,1.8065486725663715,37.666666666666664,37.66666666666667
14,865.0,2497.16,1885.87,public,178.3685714285714,2.8868901734104044,61.785714285714285,61.785714285714285
8,107.0,2450.89,1468.19,public,306.36125,22.905514018691587,13.375,13.375
8,80.0,1092.18,1365.73,public,136.5225,13.65225,10.0,10.0
8,945.0,766.98,1625.53,public,95.8725,0.8116190476190477,118.125,118.125
13,1140.0,1607.8,2214.64,public,123.67692307692307,1.4103508771929825,87.6923076923077,87.6923076923077
2,636.0,1438.19,1435.96,public,719.095,2.261305031446541,318.0,318.0
14,865.0,1422.11,1921.18,public,101.5792857142857,1.644057803468208,61.785714285714285,61.78571428571428
12,482.0,1710.47,1746.74,public,142.53916666666666,3.5486929460580914,40.166666666666664,40.166666666666664
2,68.0,756.61,648.53,public,378.305,11.126617647058824,34.0,34.0
14,512.0,526.84,1306.64,public,37.63142857142857,1.028984375,36.57142857142857,36.57142857142857
14,1001.0,1647.24,2080.0,public,117.66,1.6455944055944056,71.5,71.5
1,547.0,573.6,616.27,public,573.6,1.0486288848263254,547.0,547.0
10,5.0,1338.9,1610.25,public,133.89000000000001,267.78000000000003,0.5,0.5
3,1158.0,1107.4,1361.3,public,369.1333333333334,0.9563039723661486,386.0,386.0
1,993.0,1143.58,1328.85,public,1143.58,1.1516414904330312,993.0,992.9999999999999
6,378.0,837.63,1215.96,public,139.605,2.215952380952381,63.0,63.0
11,1156.0,2231.86,1988.56,public,202.89636363636365,1.930674740484429,105.0909090909091,105.0909090909091
5,1050.0,882.86,1430.04,public,176.572,0.8408190476190476,210.0,210.0
8,836.0,735.52,1606.63,public,91.94,0.8798086124401914,104.5,104.5
11,654.0,1516.42,1870.43,public,137.85636363636365,2.31868501529052,59.45454545454545,59.45454545454546
8,633.0,1308.36,1639.12,public,163.545,2.066919431279621,79.125,79.125
12,713.0,1642.01,1873.19,public,136.83416666666668,2.3029593267882187,59.416666666666664,59.41666666666667
5,96.0,1105.47,1312.16,public,221.094,11.5153125,19.2,19.2
7,1054.0,576.47,1344.18,public,82.35285714285715,0.5469354838709678,150.57142857142858,150.57142857142856
12,495.0,1948.13,1831.92,public,162.34416666666667,3.935616161616162,41.25,41.25
1,1068.0,2011.28,1421.45,public,2011.28,1.8832209737827714,1068.0,1068.0
7,1000.0,1620.46,1971.23,public,231.49428571428572,1.62046,142.85714285714286,142.85714285714286
13,855.0,1798.75,1951.77,public,138.3653846153846,2.103801169590643,65.76923076923077,65.76923076923077
8,544.0,1279.51,1483.77,public,159.93875,2.3520404411764706,68.0,68.0
11,816.0,544.99,1077.12,public,49.54454545454546,0.6678799019607843,74.18181818181819,74.18181818181819
5,1080.0,2383.82,1664.76,public,476.764,2.207240740740741,216.0,216.0
8,1124.0,1908.69,1833.27,public,238.58625,1.6981227758007118,140.5,140.5
3,29.0,1632.85,1269.1,public,544.2833333333333,56.3051724137931,9.666666666666666,9.666666666666666
6,470.0,2235.72,1628.6,public,372.61999999999995,4.756851063829787,78.33333333333333,78.33333333333333
7,287.0,2293.5,1558.09,public,327.64285714285717,7.991289198606272,41.0,41.0
4,72.0,1367.29,1302.97,public,341.8225,18.99013888888889,18.0,18.0
6,344.0,233.31,800.18,public,38.885,0.6782267441860466,57.333333333333336,57.33333333333333
8,801.0,1241.21,1780.65,public,155.15125,1.5495755305867667,100.125,100.125
5,629.0,484.34,1029.87,public,96.868,0.7700158982511923,125.8,125.8
11,327.0,961.08,1356.46,public,87.3709090909091,2.9390825688073394,29.727272727272727,29.72727272727273
14,94.0,105.94,1180.63,public,7.567142857142857,1.1270212765957446,6.714285714285714,6.714285714285714
4,1113.0,2103.82,1695.08,public,525.955,1.8902246181491467,278.25,278.25
14,267.0,2090.21,1968.4,public,149.3007142857143,7.828501872659176,19.071428571428573,19.071428571428573
1,979.0,1292.54,1313.53,public,1292.54,1.3202655771195098,979.0,978.9999999999999
10,625.0,519.94,1229.41,public,51.99400000000001,0.8319040000000001,62.5,62.5
14,457.0,848.61,1492.64,public,60.615,1.85691466083151,32.642857142857146,32.642857142857146
11,398.0,723.39,1154.77,public,65.76272727272728,1.8175628140703517,36.18181818181818,36.18181818181819
14,68.0,438.96,866.76,public,31.354285714285712,6.455294117647059,4.857142857142857,4.857142857142857
3,769.0,2497.93,1587.8,public,832.6433333333333,3.2482834850455133,256.3333333333333,256.33333333333337
